species,individual,longitude,latitude,UTMeasting,UTMnorthing,UTMzone,timestampUTC,timestamp_local,timezone,daynight
Puma concolor,F64,-111.9422461,38.5600436,417905.5626361653,4268376.7854826525,12N,2014-02-12T20:23:49Z,2014-02-12T13:23:49Z,Mountain Standard Time,1
Puma concolor,F64,-111.9422844,38.5599953,417902.170681565,4268371.460032211,12N,2014-02-12T23:01:36Z,2014-02-12T16:01:36Z,Mountain Standard Time,1
Puma concolor,F64,-111.9417464,38.5601806,417949.256313033,4268391.5416094465,12N,2014-02-13T03:01:53Z,2014-02-12T20:01:53Z,Mountain Standard Time,0
Puma concolor,F64,-111.9406169,38.5574389,418044.55379960244,4268086.298246388,12N,2014-02-13T07:02:29Z,2014-02-13T00:02:29Z,Mountain Standard Time,0
Puma concolor,F64,-111.9345742,38.5586278,418572.40299958526,4268212.854981387,12N,2014-02-13T11:01:26Z,2014-02-13T04:01:26Z,Mountain Standard Time,0
Puma concolor,F64,-111.9404333,38.5664828,418070.8201390029,4269089.700881871,12N,2014-02-13T23:01:20Z,2014-02-13T16:01:20Z,Mountain Standard Time,1
Puma concolor,F64,-111.9279864,38.5700422,419159.18606552243,4269473.650127273,12N,2014-02-14T03:01:36Z,2014-02-13T20:01:36Z,Mountain Standard Time,0
Puma concolor,F64,-111.9279069,38.5736503,419170.15495821234,4269873.95731908,12N,2014-02-14T07:01:48Z,2014-02-14T00:01:48Z,Mountain Standard Time,0
Puma concolor,F64,-111.92788,38.5737222,419172.5788305151,4269881.912126759,12N,2014-02-14T11:01:23Z,2014-02-14T04:01:23Z,Mountain Standard Time,0
Puma concolor,F64,-111.9275869,38.5736,419197.9743148088,4269868.094254803,12N,2014-02-14T15:01:04Z,2014-02-14T08:01:04Z,Mountain Standard Time,1
Puma concolor,F64,-111.9286978,38.5753875,419103.2068607595,4270067.423960164,12N,2014-02-14T19:01:04Z,2014-02-14T12:01:04Z,Mountain Standard Time,1
Puma concolor,F64,-111.9276617,38.5737819,419191.6621528153,4269888.344794977,12N,2014-02-14T23:02:17Z,2014-02-14T16:02:17Z,Mountain Standard Time,1
Puma concolor,F64,-111.9281583,38.5736514,419148.2563403419,4269874.300574485,12N,2014-02-15T07:01:19Z,2014-02-15T00:01:19Z,Mountain Standard Time,0
Puma concolor,F64,-111.9276964,38.5737294,419188.5805668776,4269882.549586877,12N,2014-02-15T11:01:21Z,2014-02-15T04:01:21Z,Mountain Standard Time,0
Puma concolor,F64,-111.92829,38.5752019,419138.5220259009,4270046.469638486,12N,2014-02-15T15:01:42Z,2014-02-15T08:01:42Z,Mountain Standard Time,1
Puma concolor,F64,-111.9282858,38.5739292,419137.4610525575,4269905.239197302,12N,2014-02-15T23:01:20Z,2014-02-15T16:01:20Z,Mountain Standard Time,1
Puma concolor,F64,-111.9278978,38.5737208,419171.02667710907,4269881.772432827,12N,2014-02-16T03:01:22Z,2014-02-15T20:01:22Z,Mountain Standard Time,0
Puma concolor,F64,-111.9274472,38.5735539,419210.09217519773,4269862.85586612,12N,2014-02-16T07:01:17Z,2014-02-16T00:01:17Z,Mountain Standard Time,0
Puma concolor,F64,-111.92809,38.5736056,419154.1547262622,4269869.158221938,12N,2014-02-16T11:01:21Z,2014-02-16T04:01:21Z,Mountain Standard Time,0
Puma concolor,F64,-111.9279917,38.5739561,419163.1106167867,4269907.965396992,12N,2014-02-16T23:01:55Z,2014-02-16T16:01:55Z,Mountain Standard Time,1
Puma concolor,F64,-111.9276606,38.5738836,419191.87191340467,4269899.6290932065,12N,2014-02-17T03:00:59Z,2014-02-16T20:00:59Z,Mountain Standard Time,0
Puma concolor,F64,-111.9276397,38.5739439,419193.76009424275,4269906.3019758295,12N,2014-02-17T19:01:19Z,2014-02-17T12:01:19Z,Mountain Standard Time,1
Puma concolor,F64,-111.9277444,38.5737883,419184.46520933264,4269889.127716108,12N,2014-02-17T23:01:20Z,2014-02-17T16:01:20Z,Mountain Standard Time,1
Puma concolor,F64,-111.9276725,38.5738756,419190.8263261955,4269898.751829375,12N,2014-02-18T03:00:59Z,2014-02-17T20:00:59Z,Mountain Standard Time,0
Puma concolor,F64,-111.9276111,38.57387,419196.16868674266,4269898.076418771,12N,2014-02-18T07:01:15Z,2014-02-18T00:01:15Z,Mountain Standard Time,0
Puma concolor,F64,-111.9317844,38.5902669,418851.08205051126,4271721.260030938,12N,2014-02-18T23:01:19Z,2014-02-18T16:01:19Z,Mountain Standard Time,1
Puma concolor,F64,-111.9302861,38.59142,418982.867274572,4271847.892865002,12N,2014-02-19T03:01:08Z,2014-02-18T20:01:08Z,Mountain Standard Time,0
Puma concolor,F64,-111.9311381,38.5931978,418910.66650237323,4272045.9211799195,12N,2014-02-19T11:01:22Z,2014-02-19T04:01:22Z,Mountain Standard Time,0
Puma concolor,F64,-111.92659,38.5992278,419313.50242622284,4272711.044177673,12N,2014-02-19T15:01:21Z,2014-02-19T08:01:21Z,Mountain Standard Time,1
Puma concolor,F64,-111.912565,38.6030011,420538.96926776273,4273117.524715061,12N,2014-02-19T23:01:20Z,2014-02-19T16:01:20Z,Mountain Standard Time,1
Puma concolor,F64,-111.8841353,38.6140681,423026.3383577036,4274321.372665633,12N,2014-02-20T03:01:01Z,2014-02-19T20:01:01Z,Mountain Standard Time,0
Puma concolor,F64,-111.8725067,38.6090464,424033.4571413229,4273754.445626901,12N,2014-02-20T07:01:19Z,2014-02-20T00:01:19Z,Mountain Standard Time,0
Puma concolor,F64,-111.8754003,38.6070408,423779.39375322184,4273534.289401466,12N,2014-02-20T11:02:04Z,2014-02-20T04:02:04Z,Mountain Standard Time,0
Puma concolor,F64,-111.90608,38.6019086,421102.4609534418,4272990.701658286,12N,2014-02-20T19:00:58Z,2014-02-20T12:00:58Z,Mountain Standard Time,1
Puma concolor,F64,-111.9108447,38.6147258,420701.6735316899,4274417.089408655,12N,2014-02-21T11:01:18Z,2014-02-21T04:01:18Z,Mountain Standard Time,0
Puma concolor,F64,-111.9183242,38.6230436,420059.7283869203,4275346.578251665,12N,2014-02-21T15:01:40Z,2014-02-21T08:01:40Z,Mountain Standard Time,1
Puma concolor,F64,-111.9108569,38.6147119,420700.59607290383,4274415.557507911,12N,2014-02-22T03:00:57Z,2014-02-21T20:00:57Z,Mountain Standard Time,0
Puma concolor,F64,-111.8744964,38.60799,423859.10038860224,4273638.868806535,12N,2014-02-22T07:01:12Z,2014-02-22T00:01:12Z,Mountain Standard Time,0
Puma concolor,F64,-111.9175814,38.6241222,420125.5870539411,4275465.620643799,12N,2014-02-22T11:01:19Z,2014-02-22T04:01:19Z,Mountain Standard Time,0
Puma concolor,F64,-111.9189308,38.6240358,420008.02508691384,4275457.208309838,12N,2014-02-22T15:00:57Z,2014-02-22T08:00:57Z,Mountain Standard Time,1
Puma concolor,F64,-111.9188417,38.6240517,420015.79896154685,4275458.895034262,12N,2014-02-22T23:01:21Z,2014-02-22T16:01:21Z,Mountain Standard Time,1
Puma concolor,F64,-111.9033081,38.6183883,421361.8229231637,4274817.022127926,12N,2014-02-23T03:02:26Z,2014-02-22T20:02:26Z,Mountain Standard Time,0
Puma concolor,F64,-111.8776656,38.6088342,423584.0542533804,4273735.179743273,12N,2014-02-23T07:01:08Z,2014-02-23T00:01:08Z,Mountain Standard Time,0
Puma concolor,F64,-111.8777783,38.609215,423574.64559177664,4273777.529610396,12N,2014-02-23T11:00:53Z,2014-02-23T04:00:53Z,Mountain Standard Time,0
Puma concolor,F64,-111.9176425,38.6222453,420118.1859619542,4275257.399717044,12N,2014-02-23T23:01:20Z,2014-02-23T16:01:20Z,Mountain Standard Time,1
Puma concolor,F64,-111.8777086,38.6086042,423580.0663090922,4273709.693230467,12N,2014-02-24T07:01:20Z,2014-02-24T00:01:20Z,Mountain Standard Time,0
Puma concolor,F64,-111.8777408,38.6086272,423577.2870845216,4273712.2722630575,12N,2014-02-24T11:01:20Z,2014-02-24T04:01:20Z,Mountain Standard Time,0
Puma concolor,F64,-111.9176561,38.6222056,420116.9579995896,4275253.00616142,12N,2014-02-24T19:01:48Z,2014-02-24T12:01:48Z,Mountain Standard Time,1
Puma concolor,F64,-111.9176714,38.6222194,420115.64140159206,4275254.550823128,12N,2014-02-24T23:01:08Z,2014-02-24T16:01:08Z,Mountain Standard Time,1
Puma concolor,F64,-111.9175881,38.6221961,420122.86705367564,4275251.892793421,12N,2014-02-25T07:01:42Z,2014-02-25T00:01:42Z,Mountain Standard Time,0
Puma concolor,F64,-111.9173506,38.6223019,420143.6594437768,4275263.426444109,12N,2014-02-25T11:02:19Z,2014-02-25T04:02:19Z,Mountain Standard Time,0
Puma concolor,F64,-111.9182714,38.6230289,420064.3084035161,4275344.901049213,12N,2014-02-25T15:01:53Z,2014-02-25T08:01:53Z,Mountain Standard Time,1
Puma concolor,F64,-111.9181364,38.6229742,420075.9996837822,4275338.713583316,12N,2014-02-25T23:01:19Z,2014-02-25T16:01:19Z,Mountain Standard Time,1
Puma concolor,F64,-111.9026356,38.6193722,421421.44262650446,4274925.626534543,12N,2014-02-26T03:01:21Z,2014-02-25T20:01:21Z,Mountain Standard Time,0
Puma concolor,F64,-111.9024989,38.6203697,421434.4315251022,4275036.199010545,12N,2014-02-26T07:01:20Z,2014-02-26T00:01:20Z,Mountain Standard Time,0
Puma concolor,F64,-111.9025294,38.6203494,421431.75419912837,4275033.972488985,12N,2014-02-26T11:01:15Z,2014-02-26T04:01:15Z,Mountain Standard Time,0
Puma concolor,F64,-111.9180228,38.6233703,420086.32841140893,4275382.568725699,12N,2014-02-26T15:01:14Z,2014-02-26T08:01:14Z,Mountain Standard Time,1
Puma concolor,F64,-111.9180892,38.6233769,420080.55552230426,4275383.3589247735,12N,2014-02-26T23:01:07Z,2014-02-26T16:01:07Z,Mountain Standard Time,1
Puma concolor,F64,-111.9024481,38.6200417,421438.4960722114,4274999.758381328,12N,2014-02-27T03:01:36Z,2014-02-26T20:01:36Z,Mountain Standard Time,0
Puma concolor,F64,-111.9025053,38.6205786,421434.1022974454,4275059.385478373,12N,2014-02-27T11:01:20Z,2014-02-27T04:01:20Z,Mountain Standard Time,0
Puma concolor,F64,-111.9023314,38.6203556,421448.99785233015,4275034.491018835,12N,2014-02-28T03:01:01Z,2014-02-27T20:01:01Z,Mountain Standard Time,0
Puma concolor,F64,-111.9023364,38.6203267,421448.53105149156,4275031.288353895,12N,2014-02-28T07:00:59Z,2014-02-28T00:00:59Z,Mountain Standard Time,0
Puma concolor,F64,-111.9023419,38.6203186,421448.0434128224,4275030.394228755,12N,2014-02-28T11:01:20Z,2014-02-28T04:01:20Z,Mountain Standard Time,0
Puma concolor,F64,-111.9179131,38.6230892,420095.5659978136,4275351.280370492,12N,2014-02-28T19:00:57Z,2014-02-28T12:00:57Z,Mountain Standard Time,1
Puma concolor,F64,-111.9177797,38.6230669,420107.15395973786,4275348.689676418,12N,2014-02-28T23:01:22Z,2014-02-28T16:01:22Z,Mountain Standard Time,1
Puma concolor,F64,-111.9022964,38.6202731,421451.9547850425,4275025.306296165,12N,2014-03-01T03:01:00Z,2014-02-28T20:01:00Z,Mountain Standard Time,0
Puma concolor,F64,-111.9022156,38.6204981,421459.2342474684,4275050.204710489,12N,2014-03-01T07:01:42Z,2014-03-01T00:01:42Z,Mountain Standard Time,0
Puma concolor,F64,-111.91755,38.6231011,420127.1876960418,4275352.284829795,12N,2014-03-02T03:01:43Z,2014-03-01T20:01:43Z,Mountain Standard Time,0
Puma concolor,F64,-111.9176442,38.623075299999996,420118.9587973334,4275349.503860699,12N,2014-03-02T07:01:22Z,2014-03-02T00:01:22Z,Mountain Standard Time,0
Puma concolor,F64,-111.9194731,38.6239267,419960.69624572486,4275445.574586804,12N,2014-03-02T19:01:18Z,2014-03-02T12:01:18Z,Mountain Standard Time,1
Puma concolor,F64,-111.9140239,38.6172761,420427.70428460016,4274702.839410508,12N,2014-03-03T07:01:19Z,2014-03-03T00:01:19Z,Mountain Standard Time,0
Puma concolor,F64,-111.9295053,38.6106961,419072.5188641802,4273986.21053371,12N,2014-03-03T19:01:20Z,2014-03-03T12:01:20Z,Mountain Standard Time,1
Puma concolor,F64,-111.9294783,38.6108944,419075.0924474206,4274008.191475345,12N,2014-03-03T23:01:05Z,2014-03-03T16:01:05Z,Mountain Standard Time,1
Puma concolor,F64,-111.9223803,38.6060817,419687.7256483393,4273467.908561985,12N,2014-03-04T03:01:02Z,2014-03-03T20:01:02Z,Mountain Standard Time,0
Puma concolor,F64,-111.9074197,38.5915031,420974.3944991113,4271837.191549101,12N,2014-03-04T07:00:49Z,2014-03-04T00:00:49Z,Mountain Standard Time,0
Puma concolor,F64,-111.9399439,38.5676358,418114.76547444507,4269217.208690287,12N,2014-03-04T19:01:21Z,2014-03-04T12:01:21Z,Mountain Standard Time,1
Puma concolor,F64,-111.9398686,38.5677936,418121.504620095,4269234.652060506,12N,2014-03-04T23:01:14Z,2014-03-04T16:01:14Z,Mountain Standard Time,1
Puma concolor,F64,-111.9236528,38.5576053,419522.8414212101,4268089.773183859,12N,2014-03-05T03:00:55Z,2014-03-04T20:00:55Z,Mountain Standard Time,0
Puma concolor,F64,-111.9375681,38.5364286,418286.4235561306,4265752.159339441,12N,2014-03-05T07:01:47Z,2014-03-05T00:01:47Z,Mountain Standard Time,0
Puma concolor,F64,-111.9424889,38.5294603,417849.6189115323,4264983.302085671,12N,2014-03-05T11:01:21Z,2014-03-05T04:01:21Z,Mountain Standard Time,0
Puma concolor,F64,-111.9423658,38.5319567,417863.18737103126,4265260.206504121,12N,2014-03-05T15:01:04Z,2014-03-05T08:01:04Z,Mountain Standard Time,1
Puma concolor,F64,-111.9553156,38.5321614,416734.6923657955,4265294.566590712,12N,2014-03-05T19:01:10Z,2014-03-05T12:01:10Z,Mountain Standard Time,1
Puma concolor,F64,-111.9427592,38.53245,417829.45898199413,4265315.297251867,12N,2014-03-05T23:01:18Z,2014-03-05T16:01:18Z,Mountain Standard Time,1
Puma concolor,F64,-111.9420117,38.5318672,417893.94970789267,4265249.958886809,12N,2014-03-06T03:00:52Z,2014-03-05T20:00:52Z,Mountain Standard Time,0
Puma concolor,F64,-111.9416767,38.5318422,417923.1206081289,4265246.885713361,12N,2014-03-06T07:02:06Z,2014-03-06T00:02:06Z,Mountain Standard Time,0
Puma concolor,F64,-111.9554136,38.5329169,416727.0214539843,4265378.489886666,12N,2014-03-06T15:01:21Z,2014-03-06T08:01:21Z,Mountain Standard Time,1
Puma concolor,F64,-111.9554628,38.5329033,416722.71745773865,4265377.025305844,12N,2014-03-06T19:01:19Z,2014-03-06T12:01:19Z,Mountain Standard Time,1
Puma concolor,F64,-111.9406206,38.5305361,418013.6902149639,4265101.011608149,12N,2014-03-07T07:01:19Z,2014-03-07T00:01:19Z,Mountain Standard Time,0
Puma concolor,F64,-111.9421347,38.5318461,417883.2047829198,4265247.727335045,12N,2014-03-08T03:01:48Z,2014-03-07T20:01:48Z,Mountain Standard Time,0
Puma concolor,F64,-111.9428297,38.5346303,417825.7945140279,4265557.298530226,12N,2014-03-08T07:01:41Z,2014-03-08T00:01:41Z,Mountain Standard Time,0
Puma concolor,F64,-111.9554164,38.5383967,416733.0950206637,4265986.562395965,12N,2014-03-08T19:01:18Z,2014-03-08T12:01:18Z,Mountain Standard Time,1
Puma concolor,F64,-111.9456939,38.532935,417574.21979857056,4265371.741839662,12N,2014-03-09T03:01:49Z,2014-03-08T20:01:49Z,Mountain Standard Time,0
Puma concolor,F64,-111.9425242,38.5324969,417849.9952497933,4265320.2915879805,12N,2014-03-09T07:01:18Z,2014-03-09T00:01:18Z,Mountain Standard Time,0
Puma concolor,F64,-111.9431775,38.5349961,417795.8970075323,4265598.200603429,12N,2014-03-09T11:01:14Z,2014-03-09T05:01:14Z,Mountain Standard Time,0
Puma concolor,F64,-111.9523444,38.5374767,416999.77570848,4265881.696521424,12N,2014-03-09T23:01:20Z,2014-03-09T17:01:20Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9421667,38.5318086,417880.3729645162,4265243.594700448,12N,2014-03-10T03:01:37Z,2014-03-09T21:01:37Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9408778,38.5364064,417997.93619831535,4265752.642159065,12N,2014-03-10T07:01:43Z,2014-03-10T01:01:43Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9408281,38.5364042,418002.26538476313,4265752.3537155185,12N,2014-03-10T11:01:01Z,2014-03-10T05:01:01Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9557992,38.5332064,416693.74608095933,4265410.963686555,12N,2014-03-10T15:01:59Z,2014-03-10T09:01:59Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9553886,38.5383639,416735.48009424325,4265982.897544525,12N,2014-03-10T19:01:19Z,2014-03-10T13:01:19Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9554672,38.5383117,416728.56957522477,4265977.176308564,12N,2014-03-10T23:01:20Z,2014-03-10T17:01:20Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9425175,38.5323008,417850.3562178125,4265298.525254666,12N,2014-03-11T03:01:20Z,2014-03-10T21:01:20Z,Mountain Daylight Time,0
Puma concolor,F64,-111.942215,38.5319197,417876.28933673893,4265255.966104339,12N,2014-03-11T07:01:22Z,2014-03-11T01:01:22Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9395428,38.5402367,418118.63307592354,4266176.484268795,12N,2014-03-11T11:01:16Z,2014-03-11T05:01:16Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9426781,38.5595178,417867.324874767,4268318.8254803885,12N,2014-03-11T15:01:35Z,2014-03-11T09:01:35Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9414056,38.5600942,417978.8513074255,4268381.649945953,12N,2014-03-11T23:01:32Z,2014-03-11T17:01:32Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9119142,38.5961358,420588.07320884115,4272355.1427450245,12N,2014-03-12T15:02:12Z,2014-03-12T09:02:12Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9225925,38.6031094,419665.93487427325,4273138.2676815,12N,2014-03-12T19:01:17Z,2014-03-12T13:01:17Z,Mountain Daylight Time,1
Puma concolor,F64,-111.922455,38.6049644,419679.9757496187,4273343.990720927,12N,2014-03-12T23:01:20Z,2014-03-12T17:01:20Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9192014,38.6037969,419961.98180463846,4273211.595914545,12N,2014-03-13T23:01:20Z,2014-03-13T17:01:20Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9224186,38.5875475,419663.7331724356,4271411.264543988,12N,2014-03-14T03:00:59Z,2014-03-13T21:00:59Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9311392,38.5348897,418845.0152635097,4265575.701200835,12N,2014-03-14T11:02:05Z,2014-03-14T05:02:05Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9550503,38.5312275,416756.74021957826,4265190.695599179,12N,2014-03-14T15:01:20Z,2014-03-14T09:01:20Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9550114,38.5310861,416759.967924854,4265174.969848172,12N,2014-03-14T23:01:40Z,2014-03-14T17:01:40Z,Mountain Daylight Time,1
Puma concolor,F64,-111.935845,38.5439658,418445.1154291882,4266586.999987322,12N,2014-03-15T03:00:58Z,2014-03-14T21:00:58Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9247103,38.5723111,419447.1202491002,4269722.544111368,12N,2014-03-15T07:01:36Z,2014-03-15T01:01:36Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9235689,38.5983817,419575.63754554244,4272614.505107143,12N,2014-03-15T19:01:20Z,2014-03-15T13:01:20Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9217483,38.5989092,419734.7659571393,4272671.447134913,12N,2014-03-15T23:01:21Z,2014-03-15T17:01:21Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9185256,38.5852122,420000.2017583991,4271148.7270160895,12N,2014-03-16T11:00:53Z,2014-03-16T05:00:53Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9284231,38.5842928,419137.1222768583,4271055.370739581,12N,2014-03-16T15:01:42Z,2014-03-16T09:01:42Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9421433,38.5884297,417946.8182352631,4271526.595320939,12N,2014-03-17T03:01:49Z,2014-03-16T21:01:49Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9466656,38.5880661,417552.5380474921,4271490.297457684,12N,2014-03-17T07:01:24Z,2014-03-17T01:01:24Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9389992,38.5869269,418218.94508504897,4271357.030732378,12N,2014-03-17T11:01:14Z,2014-03-17T05:01:14Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9339408,38.5928842,418666.2311391947,4272013.600346764,12N,2014-03-17T15:01:22Z,2014-03-17T09:01:22Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9336983,38.5928753,418687.34002923453,4272012.398018009,12N,2014-03-17T19:00:56Z,2014-03-17T13:00:56Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9336425,38.5926183,418691.90965699544,4271983.830194688,12N,2014-03-17T23:01:20Z,2014-03-17T17:01:20Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9153775,38.5906586,420280.4164047835,4271750.357442866,12N,2014-03-18T03:01:41Z,2014-03-17T21:01:41Z,Mountain Daylight Time,0
Puma concolor,F64,-111.916935,38.5901117,420144.1663819982,4271691.022883547,12N,2014-03-18T07:01:12Z,2014-03-18T01:01:12Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9201219,38.5894642,419865.8942678792,4271621.94770713,12N,2014-03-18T11:00:58Z,2014-03-18T05:00:58Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9274878,38.5865806,419221.1489901666,4271308.416852099,12N,2014-03-18T15:01:08Z,2014-03-18T09:01:08Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9278975,38.5867644,419185.6718057655,4271329.172866266,12N,2014-03-18T19:01:21Z,2014-03-18T13:01:21Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9276131,38.5868131,419210.49640542327,4271334.326754509,12N,2014-03-18T23:01:00Z,2014-03-18T17:01:00Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9205353,38.5870964,419827.25707055756,4271359.562103446,12N,2014-03-19T03:01:19Z,2014-03-18T21:01:19Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9206747,38.5872494,419815.28615682735,4271376.661648406,12N,2014-03-19T07:01:00Z,2014-03-19T01:01:00Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9206631,38.5872292,419816.2739934323,4271374.410000242,12N,2014-03-19T11:01:48Z,2014-03-19T05:01:48Z,Mountain Daylight Time,0
Puma concolor,F64,-111.91963,38.5993972,419919.7719688368,4272723.749462896,12N,2014-03-19T15:00:59Z,2014-03-19T09:00:59Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9188653,38.6009586,419988.09607375076,4272896.346218455,12N,2014-03-19T19:01:19Z,2014-03-19T13:01:19Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9203719,38.5992128,419854.9619209306,4272703.9344506925,12N,2014-03-19T23:01:42Z,2014-03-19T17:01:42Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9021036,38.5808475,421425.760984096,4270650.218563446,12N,2014-03-20T03:01:49Z,2014-03-19T21:01:49Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9279903,38.5481994,419134.37431137054,4267049.846270695,12N,2014-03-20T07:01:19Z,2014-03-20T01:01:19Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9306689,38.5461833,418898.69018743536,4266828.48776382,12N,2014-03-20T11:01:18Z,2014-03-20T05:01:18Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9421772,38.559295,417910.7142178996,4268293.65474029,12N,2014-03-20T15:00:52Z,2014-03-20T09:00:52Z,Mountain Daylight Time,1
Puma concolor,F64,-111.932895,38.5613997,418721.83331382804,4268518.9553371295,12N,2014-03-21T03:00:59Z,2014-03-20T21:00:59Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9059356,38.5575278,421066.4719650893,4268065.809378357,12N,2014-03-21T07:01:48Z,2014-03-21T01:01:48Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9105278,38.5550039,420663.5749498298,4267789.696508151,12N,2014-03-21T11:01:00Z,2014-03-21T05:01:00Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9384522,38.5570792,418232.75923253555,4268044.455819476,12N,2014-03-21T15:01:40Z,2014-03-21T09:01:40Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9397928,38.5587319,418117.82567584113,4268229.042821798,12N,2014-03-21T23:01:18Z,2014-03-21T17:01:18Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9202661,38.5556525,419815.7581977485,4267870.119173123,12N,2014-03-22T03:01:17Z,2014-03-21T21:01:17Z,Mountain Daylight Time,0
Puma concolor,F64,-111.8997725,38.5549169,421600.63247128855,4267770.814279682,12N,2014-03-22T07:01:22Z,2014-03-22T01:01:22Z,Mountain Daylight Time,0
Puma concolor,F64,-111.89974,38.5549142,421603.46139526204,4267770.486953057,12N,2014-03-22T11:01:54Z,2014-03-22T05:01:54Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9047469,38.5577144,421170.2483140004,4268085.495432119,12N,2014-03-22T15:01:18Z,2014-03-22T09:01:18Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9046914,38.5578117,421175.19033890974,4268096.244803612,12N,2014-03-22T19:01:21Z,2014-03-22T13:01:21Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9047056,38.5579025,421174.05225830874,4268106.332673977,12N,2014-03-22T23:00:57Z,2014-03-22T17:00:57Z,Mountain Daylight Time,1
Puma concolor,F64,-111.8987056,38.5551286,421693.82546007127,4267793.396277773,12N,2014-03-23T07:00:58Z,2014-03-23T01:00:58Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9110906,38.5587936,420618.7042521727,4268210.709515851,12N,2014-03-23T15:01:12Z,2014-03-23T09:01:12Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9110072,38.5586042,420625.76253485703,4268189.620559766,12N,2014-03-23T19:01:18Z,2014-03-23T13:01:18Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9110883,38.5588078,420618.9202691621,4268212.283244278,12N,2014-03-23T23:01:18Z,2014-03-23T17:01:18Z,Mountain Daylight Time,1
Puma concolor,F64,-111.8986292,38.5551336,421700.4879055239,4267793.886023333,12N,2014-03-24T03:01:19Z,2014-03-23T21:01:19Z,Mountain Daylight Time,0
Puma concolor,F64,-111.8990756,38.5549367,421661.37767871615,4267772.417233181,12N,2014-03-24T07:01:19Z,2014-03-24T01:01:19Z,Mountain Daylight Time,0
Puma concolor,F64,-111.9125892,38.5559231,420484.9695723447,4267893.477495922,12N,2014-03-24T15:01:23Z,2014-03-24T09:01:23Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9123822,38.55587,420502.9475966527,4267887.40616215,12N,2014-03-24T19:01:18Z,2014-03-24T13:01:18Z,Mountain Daylight Time,1
Puma concolor,F64,-111.9124889,38.5560056,420493.7998823429,4267902.545411629,12N,2014-03-24T23:01:19Z,2014-03-24T17:01:19Z,Mountain Daylight Time,1
Puma concolor,F64,-111.89909,38.5549983,421660.18980762886,4267779.26499181,12N,2014-03-25T03:01:48Z,2014-03-24T21:01:48Z,Mountain Daylight Time,0
Puma concolor,F64,-111.8985997,38.5551139,421703.0369818567,4267791.674870716,12N,2014-03-25T11:01:42Z,2014-03-25T05:01:42Z,Mountain Daylight Time,0
Puma concolor,F64,-111.94048,38.5612783,418060.8415412788,4268512.219254791,12N,2014-03-25T23:00:55Z,2014-03-25T17:00:55Z,Mountain Daylight Time,1
