species,individual,longitude,latitude,UTMeasting,UTMnorthing,UTMzone,timestampUTC,timestamp_local,timezone,daynight
Canis latrans,C028,-112.0746575,38.476295,406260.1931626777,4259210.096510197,12N,2014-03-17T23:01:02Z,2014-03-17T17:01:02Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0794947,38.476343,405838.3068386816,4259220.358671127,12N,2014-03-18T07:01:32Z,2014-03-18T01:01:32Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0790525,38.4862683,405889.78839730844,4260321.274289409,12N,2014-03-18T15:01:18Z,2014-03-18T09:01:18Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1153113,38.5115032,402761.30183782807,4263159.190108236,12N,2014-03-18T23:01:01Z,2014-03-18T17:01:01Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0790111,38.4861666,405893.2669437672,4260309.946745557,12N,2014-03-19T07:01:30Z,2014-03-19T01:01:30Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0397778,38.4862499,409315.21917790174,4260279.811288237,12N,2014-03-19T15:01:01Z,2014-03-19T09:01:01Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0632184,38.4600922,407237.2673733804,4257400.563578572,12N,2014-03-19T23:03:07Z,2014-03-19T17:03:07Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0643995,38.4601622,407134.30686226947,4257409.521312371,12N,2014-03-20T07:01:52Z,2014-03-20T01:01:52Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0382094,38.4631278,409423.08249127096,4257712.518146427,12N,2014-03-20T15:00:50Z,2014-03-20T09:00:50Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0601698,38.4433992,407481.93953550386,4255545.159075234,12N,2014-03-20T23:00:54Z,2014-03-20T17:00:54Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0371215,38.4646354,409519.8807460462,4257878.739688283,12N,2014-03-21T07:01:02Z,2014-03-21T01:01:02Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0738439,38.4898813,406348.7486721616,4260716.881501292,12N,2014-03-21T15:01:22Z,2014-03-21T09:01:22Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1206373,38.4986282,402279.5403364166,4261736.139351189,12N,2014-03-21T23:00:49Z,2014-03-21T17:00:49Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1103928,38.4968245,403170.4795400718,4261525.1610215455,12N,2014-03-22T07:03:03Z,2014-03-22T01:03:03Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0860694,38.4899654,405282.6289258045,4260738.723220532,12N,2014-03-22T15:01:18Z,2014-03-22T09:01:18Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0356894,38.4798048,409663.75443399505,4259560.608754144,12N,2014-03-22T23:01:00Z,2014-03-22T17:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0423333,38.4582572,409057.1742649068,4257176.115667533,12N,2014-03-23T07:01:00Z,2014-03-23T01:01:00Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0638651,38.4452784,407161.86016982445,4255757.40118977,12N,2014-03-23T15:01:02Z,2014-03-23T09:01:02Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0667572,38.4684124,406939.20273204456,4258327.386789382,12N,2014-03-23T23:01:01Z,2014-03-23T17:01:01Z,Mountain Daylight Time,1
Canis latrans,C028,-112.042883,38.4567789,409007.3549455932,4257012.619043557,12N,2014-03-24T07:03:06Z,2014-03-24T01:03:06Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0636079,38.4636641,407207.860735902,4257797.312540717,12N,2014-03-24T15:01:00Z,2014-03-24T09:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0681452,38.4966208,406854.43129362207,4261458.952960793,12N,2014-03-24T23:01:00Z,2014-03-24T17:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0628879,38.4646157,407271.8958134179,4257902.181895706,12N,2014-03-25T07:01:25Z,2014-03-25T01:01:25Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0671526,38.4623511,406896.91487466235,4257655.192466894,12N,2014-03-25T15:01:00Z,2014-03-25T09:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0853077,38.4869029,405345.0527698111,4260398.106705949,12N,2014-03-25T23:01:54Z,2014-03-25T17:01:54Z,Mountain Daylight Time,1
Canis latrans,C028,-112.065435,38.4597826,407043.4729519085,4257368.443469,12N,2014-03-26T07:00:54Z,2014-03-26T01:00:54Z,Mountain Daylight Time,0
Canis latrans,C028,-112.042473,38.4574893,409044.0208962981,4257091.043612373,12N,2014-03-26T15:01:02Z,2014-03-26T09:01:02Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0362952,38.4507127,409574.58970791765,4256332.9971275795,12N,2014-03-26T23:01:00Z,2014-03-26T17:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.065178,38.475867,407086.53972291417,4259152.994840717,12N,2014-03-27T07:01:53Z,2014-03-27T01:01:53Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0390232,38.4813124,409374.8500836591,4259731.17648488,12N,2014-03-27T15:00:57Z,2014-03-27T09:00:57Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0660311,38.4592555,406990.7864262231,4257310.555485082,12N,2014-03-27T23:01:00Z,2014-03-27T17:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0517436,38.4688051,408249.47706730885,4258355.8977535665,12N,2014-03-28T07:01:02Z,2014-03-28T01:01:02Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0710758,38.4737046,406569.2810152152,4258919.011030525,12N,2014-03-28T15:01:00Z,2014-03-28T09:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.115277,38.4990437,402747.5349466699,4261776.567578231,12N,2014-03-28T23:01:01Z,2014-03-28T17:01:01Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1022629,38.4980104,403881.0268074287,4261648.233382242,12N,2014-03-29T07:01:50Z,2014-03-29T01:01:50Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0897632,38.4896462,404960.0601743581,4260707.110366287,12N,2014-03-29T15:01:57Z,2014-03-29T09:01:57Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0540047,38.4868792,408075.1802871688,4260363.753044282,12N,2014-03-29T23:01:50Z,2014-03-29T17:01:50Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0571843,38.4950644,407808.2967176689,4261275.209347198,12N,2014-03-30T07:01:52Z,2014-03-30T01:01:52Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0363637,38.4508079,409568.73119516997,4256343.628212019,12N,2014-03-30T15:02:16Z,2014-03-30T09:02:16Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0878796,38.4702732,405098.9351022366,4258555.427944715,12N,2014-03-30T23:02:14Z,2014-03-30T17:02:14Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0874415,38.4695107,405136.15461899166,4258470.365309292,12N,2014-03-31T07:01:02Z,2014-03-31T01:01:02Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0875331,38.4694956,405128.14381139644,4258468.784095506,12N,2014-03-31T15:02:32Z,2014-03-31T09:02:32Z,Mountain Daylight Time,1
Canis latrans,C028,-112.037783,38.4537458,409448.55486732826,4256671.025894793,12N,2014-03-31T23:00:59Z,2014-03-31T17:00:59Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0408513,38.4478796,409173.4703120553,4256023.104589818,12N,2014-04-01T07:02:17Z,2014-04-01T01:02:17Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0382369,38.4620587,409419.34596806427,4257593.912496919,12N,2014-04-01T15:01:02Z,2014-04-01T09:01:02Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0874914,38.4722918,405135.445888631,4258779.023059087,12N,2014-04-01T23:00:54Z,2014-04-01T17:00:54Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0842863,38.4761469,405420.0796320938,4259203.509454986,12N,2014-04-02T07:03:04Z,2014-04-02T01:03:04Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0909023,38.4871421,404857.4217281756,4260430.417371248,12N,2014-04-02T15:01:48Z,2014-04-02T09:01:48Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1067087,38.5095675,403508.7592370914,4262935.335128471,12N,2014-04-02T23:01:01Z,2014-04-02T17:01:01Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1030414,38.507087,403825.2114284335,4262656.243297533,12N,2014-04-03T07:01:50Z,2014-04-03T01:01:50Z,Mountain Daylight Time,0
Canis latrans,C028,-112.1243827,38.5102169,401968.64222136093,4263026.080529619,12N,2014-04-03T15:01:01Z,2014-04-03T09:01:01Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0918649,38.4857867,404771.6827400541,4260281.00956626,12N,2014-04-04T07:01:00Z,2014-04-04T01:01:00Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0859266,38.4747033,405275.10673410253,4259045.005679216,12N,2014-04-04T15:02:14Z,2014-04-04T09:02:14Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0510137,38.4678932,408311.9978585569,4258253.981607681,12N,2014-04-05T07:00:56Z,2014-04-05T01:00:56Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0511365,38.467614,408300.9311818222,4258223.12238997,12N,2014-04-05T15:00:56Z,2014-04-05T09:00:56Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0919472,38.4743257,404749.42111769365,4259009.315970339,12N,2014-04-06T07:01:02Z,2014-04-06T01:01:02Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0918749,38.4742997,404755.6938112818,4259006.356073795,12N,2014-04-06T15:02:52Z,2014-04-06T09:02:52Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0894758,38.4903015,404985.98612231115,4260779.529635904,12N,2014-04-06T23:00:54Z,2014-04-06T17:00:54Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0440542,38.4829363,408938.0712284342,4259916.337562821,12N,2014-04-07T07:01:55Z,2014-04-07T01:01:55Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0384341,38.4628224,409403.0963272461,4257678.850433839,12N,2014-04-07T15:01:30Z,2014-04-07T09:01:30Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0306057,38.4498629,410070.0035370787,4256233.130193641,12N,2014-04-07T23:01:00Z,2014-04-07T17:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0553833,38.4528942,407911.7239309148,4256593.975419017,12N,2014-04-08T07:01:00Z,2014-04-08T01:01:00Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0425817,38.457502,409034.55251019995,4257092.560207939,12N,2014-04-08T15:02:42Z,2014-04-08T09:02:42Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0521926,38.4936172,408241.77298555995,4261109.631455282,12N,2014-04-08T23:01:22Z,2014-04-08T17:01:22Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0319793,38.450013,409950.32767537737,4256251.127716601,12N,2014-04-09T07:01:48Z,2014-04-09T01:01:48Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0435678,38.4519657,408941.55356079945,4256479.1994516,12N,2014-04-09T15:00:49Z,2014-04-09T09:00:49Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0663512,38.4608994,406964.96939529054,4257493.294447674,12N,2014-04-09T23:01:30Z,2014-04-09T17:01:30Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0883502,38.4894713,405083.0640036613,4260686.244420517,12N,2014-04-10T15:01:00Z,2014-04-10T09:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0894384,38.4899705,404988.81317789847,4260742.7613049075,12N,2014-04-10T23:01:02Z,2014-04-10T17:01:02Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0583652,38.4725692,407676.6167561543,4258780.200328124,12N,2014-04-11T07:02:42Z,2014-04-11T01:02:42Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0505525,38.4856463,408374.70968198334,4260223.501873952,12N,2014-04-11T15:01:01Z,2014-04-11T09:01:01Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0609644,38.4994655,407484.27464988845,4261767.374327489,12N,2014-04-11T23:02:18Z,2014-04-11T17:02:18Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0656377,38.4655583,407033.2026148378,4258009.549973561,12N,2014-04-12T07:00:54Z,2014-04-12T01:00:54Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0662706,38.4601831,406971.0814876938,4257413.728662348,12N,2014-04-12T23:01:00Z,2014-04-12T17:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0470753,38.4615131,408647.5347161556,4257542.099230749,12N,2014-04-13T07:01:02Z,2014-04-13T01:01:02Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0367842,38.4511365,409532.44853360514,4256380.504088051,12N,2014-04-13T15:00:54Z,2014-04-13T09:00:54Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0370415,38.450725,409509.4825356132,4256335.094778047,12N,2014-04-13T23:01:01Z,2014-04-13T17:01:01Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0278215,38.4590534,410324.3354422905,4257250.2379096225,12N,2014-04-14T07:01:00Z,2014-04-14T01:01:00Z,Mountain Daylight Time,0
Canis latrans,C028,-112.077273,38.4884081,406047.77145579,4260556.901118719,12N,2014-04-14T15:01:48Z,2014-04-14T09:01:48Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0913038,38.490108,404826.30589679896,4260759.946268685,12N,2014-04-14T23:00:48Z,2014-04-14T17:00:48Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0865687,38.4797018,405225.6406773849,4259600.328376402,12N,2014-04-15T07:00:56Z,2014-04-15T01:00:56Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0853084,38.4799831,405335.939453284,4259630.246418352,12N,2014-04-15T15:02:57Z,2014-04-15T09:02:57Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0955272,38.4927305,404461.43235849834,4261055.330023241,12N,2014-04-15T23:00:47Z,2014-04-15T17:00:47Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0858604,38.481396,405289.64007716486,4259787.597625815,12N,2014-04-16T07:01:35Z,2014-04-16T01:01:35Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0585678,38.4940815,407686.3911311418,4261167.527840806,12N,2014-04-16T23:00:58Z,2014-04-16T17:00:58Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0882177,38.4725588,405072.43734346156,4258809.399375933,12N,2014-04-17T07:01:48Z,2014-04-17T01:01:48Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0873205,38.4811643,405161.98084839573,4259763.389952993,12N,2014-04-17T15:02:51Z,2014-04-17T09:02:51Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1023337,38.4963707,403872.6734420024,4261466.356093124,12N,2014-04-17T23:01:54Z,2014-04-17T17:01:54Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0473408,38.4620809,408625.08692419995,4257605.368564039,12N,2014-04-18T07:00:55Z,2014-04-18T01:00:55Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0585539,38.4969479,407691.2615731871,4261485.586214006,12N,2014-04-18T15:01:48Z,2014-04-18T09:01:48Z,Mountain Daylight Time,1
Canis latrans,C028,-112.05397,38.4883899,408080.12606488756,4260531.35412375,12N,2014-04-18T23:00:56Z,2014-04-18T17:00:56Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1023068,38.4961715,403874.75453626347,4261444.22353787,12N,2014-04-19T07:01:30Z,2014-04-19T01:01:30Z,Mountain Daylight Time,0
Canis latrans,C028,-112.059406,38.4961629,407615.9515560347,4261399.333057372,12N,2014-04-19T15:01:47Z,2014-04-19T09:01:47Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0865175,38.481234,405232.11312176415,4259770.297372601,12N,2014-04-19T23:01:02Z,2014-04-19T17:01:02Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1027715,38.4804627,403813.3470599487,4259701.566039066,12N,2014-04-20T07:01:02Z,2014-04-20T01:01:02Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0584326,38.4967331,407701.5654169012,4261461.6291020885,12N,2014-04-20T15:01:02Z,2014-04-20T09:01:02Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0696312,38.4975359,406726.02423323656,4261562.002868205,12N,2014-04-20T23:01:50Z,2014-04-20T17:01:50Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0886991,38.4764814,405035.5890782901,4259245.1696082195,12N,2014-04-21T07:01:24Z,2014-04-21T01:01:24Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0863495,38.4804408,405245.7281901522,4259682.1064249035,12N,2014-04-21T15:01:40Z,2014-04-21T09:01:40Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0705337,38.4707197,406612.7194263698,4258587.24033536,12N,2014-04-21T23:01:50Z,2014-04-21T17:01:50Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0738496,38.4763837,406330.781024712,4259219.1169459205,12N,2014-04-22T07:01:00Z,2014-04-22T01:01:00Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0873657,38.480686,405157.4114679028,4259710.36159712,12N,2014-04-22T15:01:04Z,2014-04-22T09:01:04Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1021775,38.4961388,403885.9868383381,4261440.45990313,12N,2014-04-22T23:02:24Z,2014-04-22T17:02:24Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0371007,38.4855804,409547.8727639903,4260202.886062679,12N,2014-04-23T07:01:30Z,2014-04-23T01:01:30Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0741727,38.4759823,406302.07743921893,4259174.904120805,12N,2014-04-23T15:01:01Z,2014-04-23T09:01:01Z,Mountain Daylight Time,1
Canis latrans,C028,-112.062734,38.4786789,407303.33221372723,4259462.555247291,12N,2014-04-23T23:01:01Z,2014-04-23T17:01:01Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0889093,38.4881781,405032.6050318818,4260543.319988163,12N,2014-04-24T07:00:56Z,2014-04-24T01:00:56Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0392213,38.459085,409329.7371699925,4257264.904509674,12N,2014-04-24T15:00:55Z,2014-04-24T09:00:55Z,Mountain Daylight Time,1
Canis latrans,C028,-112.066241,38.4611408,406974.89426245796,4257519.970142855,12N,2014-04-24T23:01:54Z,2014-04-24T17:01:54Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0744479,38.4945011,406302.0558204643,4261230.136241078,12N,2014-04-25T07:02:25Z,2014-04-25T01:02:25Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0872034,38.4810838,405172.0893111945,4259754.336587462,12N,2014-04-25T15:02:09Z,2014-04-25T09:02:09Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0604295,38.4922729,407521.7230511214,4260968.704091171,12N,2014-04-25T23:01:12Z,2014-04-25T17:01:12Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0315853,38.4689995,410008.3038508395,4258357.577798307,12N,2014-04-26T07:01:00Z,2014-04-26T01:01:00Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0880439,38.4806896,405098.26037196734,4259711.459955902,12N,2014-04-26T15:01:50Z,2014-04-26T09:01:50Z,Mountain Daylight Time,1
Canis latrans,C028,-112.087335,38.4875742,405169.1171624041,4260474.684663444,12N,2014-04-26T23:02:20Z,2014-04-26T17:02:20Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1130601,38.5011188,402943.63982120284,4262004.493333033,12N,2014-04-27T07:00:59Z,2014-04-27T01:00:59Z,Mountain Daylight Time,0
Canis latrans,C028,-112.1026832,38.4803425,403820.8892875945,4259688.135691618,12N,2014-04-27T15:02:00Z,2014-04-27T09:02:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0852016,38.4808615,405346.4040493611,4259727.608902158,12N,2014-04-27T23:01:00Z,2014-04-27T17:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0872897,38.4806235,405163.9586429724,4259703.3479475,12N,2014-04-28T07:00:50Z,2014-04-28T01:00:50Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0621782,38.484017,407358.6469221531,4260054.341012323,12N,2014-04-28T15:02:39Z,2014-04-28T09:02:39Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0871268,38.4809217,405178.55829101795,4259736.270142199,12N,2014-04-28T23:00:54Z,2014-04-28T17:00:54Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0873574,38.4818067,405159.6041950278,4259834.712370964,12N,2014-04-29T07:01:00Z,2014-04-29T01:01:00Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0941487,38.4585457,404536.575630448,4257260.559362212,12N,2014-04-29T15:01:24Z,2014-04-29T09:01:24Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0315384,38.4709556,410014.82670348906,4258574.590789125,12N,2014-04-29T23:01:06Z,2014-04-29T17:01:06Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0870224,38.4816205,405188.5800718332,4259813.705490198,12N,2014-04-30T07:01:50Z,2014-04-30T01:01:50Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0878256,38.4895782,405128.9567316106,4260697.56584956,12N,2014-04-30T15:01:02Z,2014-04-30T09:01:02Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0413089,38.4845741,409179.57670073607,4260095.364805033,12N,2014-04-30T23:01:00Z,2014-04-30T17:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0794555,38.4852154,405853.2695529947,4260204.850507054,12N,2014-05-01T07:01:58Z,2014-05-01T01:01:58Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0833964,38.4808298,405503.82032948796,4259722.236862407,12N,2014-05-01T15:01:48Z,2014-05-01T09:01:48Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0916789,38.4902008,404793.71427888307,4260770.63182412,12N,2014-05-01T23:01:00Z,2014-05-01T17:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0328038,38.4741336,409908.39335156744,4258928.475336183,12N,2014-05-02T07:01:39Z,2014-05-02T01:01:39Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0270907,38.4678424,410398.97380558087,4258224.797525083,12N,2014-05-02T15:02:00Z,2014-05-02T09:02:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.059395,38.4927765,407612.58558987547,4261023.547536521,12N,2014-05-02T23:00:54Z,2014-05-02T17:00:54Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0987596,38.4712724,404151.11593595805,4258677.57356495,12N,2014-05-03T15:01:02Z,2014-05-03T09:01:02Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0908633,38.4869186,404860.5292942339,4260405.576185334,12N,2014-05-03T23:01:30Z,2014-05-03T17:01:30Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0555545,38.4898387,407943.7770557092,4260693.7045937125,12N,2014-05-04T07:00:48Z,2014-05-04T01:00:48Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0829536,38.4799095,405541.24214041687,4259619.660721551,12N,2014-05-04T15:01:30Z,2014-05-04T09:01:30Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0575245,38.4957375,407779.4870340114,4261350.241236573,12N,2014-05-04T23:01:48Z,2014-05-04T17:01:48Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0745783,38.4756944,406266.3239868216,4259143.369967996,12N,2014-05-05T07:01:48Z,2014-05-05T01:01:48Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0839955,38.4809793,405451.7594325175,4259739.441332469,12N,2014-05-05T15:01:47Z,2014-05-05T09:01:47Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0590294,38.4975033,407650.5047992062,4261547.693662859,12N,2014-05-05T23:01:00Z,2014-05-05T17:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0348647,38.4545834,409704.2407121181,4256761.105472202,12N,2014-05-06T07:01:02Z,2014-05-06T01:01:02Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0706796,38.4658389,406593.69489365723,4258045.788477176,12N,2014-05-06T15:01:01Z,2014-05-06T09:01:01Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0323879,38.4850135,409958.21063383995,4260135.359619702,12N,2014-05-06T23:01:02Z,2014-05-06T17:01:02Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0979503,38.4713417,404221.80784519133,4258684.42140149,12N,2014-05-07T07:02:34Z,2014-05-07T01:02:34Z,Mountain Daylight Time,0
Canis latrans,C028,-112.1128564,38.4665238,402914.996933342,4258165.409028042,12N,2014-05-07T15:00:54Z,2014-05-07T09:00:54Z,Mountain Daylight Time,1
Canis latrans,C028,-112.118824,38.5018561,402442.020805063,4262092.403788605,12N,2014-05-07T23:02:10Z,2014-05-07T17:02:10Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0835512,38.4760207,405484.03774432774,4259188.75074057,12N,2014-05-08T07:01:30Z,2014-05-08T01:01:30Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0729662,38.4749655,406406.0060323764,4259060.847284683,12N,2014-05-08T15:00:50Z,2014-05-08T09:00:50Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0316145,38.4837423,410024.08525356784,4259993.544269974,12N,2014-05-08T23:01:30Z,2014-05-08T17:01:30Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0865718,38.4773236,405222.25590761466,4259336.432938174,12N,2014-05-09T07:02:30Z,2014-05-09T01:02:30Z,Mountain Daylight Time,0
Canis latrans,C028,-112.1233328,38.506141,402054.6604780569,4262572.673786764,12N,2014-05-09T15:02:30Z,2014-05-09T09:02:30Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0903803,38.4908481,404907.8203219586,4260841.11768809,12N,2014-05-09T23:00:59Z,2014-05-09T17:00:59Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0568485,38.5000795,407843.9713968576,4261831.377641834,12N,2014-05-10T15:01:00Z,2014-05-10T09:01:00Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1015618,38.4829073,403922.1089968372,4259971.570073956,12N,2014-05-10T23:01:21Z,2014-05-10T17:01:21Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0524651,38.4875931,408210.3653596069,4260441.4350374015,12N,2014-05-11T07:02:59Z,2014-05-11T01:02:59Z,Mountain Daylight Time,0
Canis latrans,C028,-112.052435,38.4875145,408212.89085092593,4260432.683128469,12N,2014-05-11T15:01:47Z,2014-05-11T09:01:47Z,Mountain Daylight Time,1
Canis latrans,C028,-112.1143966,38.5001041,402825.7331558968,4261893.306240629,12N,2014-05-12T07:02:40Z,2014-05-12T01:02:40Z,Mountain Daylight Time,0
Canis latrans,C028,-112.1034012,38.4911429,403772.62664288195,4260887.362938447,12N,2014-05-12T15:03:05Z,2014-05-12T09:03:05Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0884747,38.4894103,405072.12580033613,4260679.603888953,12N,2014-05-12T23:01:02Z,2014-05-12T17:01:02Z,Mountain Daylight Time,1
Canis latrans,C028,-112.079381,38.4754567,405847.0719773773,4259121.893593803,12N,2014-05-13T07:01:52Z,2014-05-13T01:01:52Z,Mountain Daylight Time,0
Canis latrans,C028,-112.0692209,38.4562068,406708.5481376134,4256975.481767946,12N,2014-05-13T15:01:41Z,2014-05-13T09:01:41Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0589772,38.467385,407616.6140959393,4258205.547721004,12N,2014-05-13T23:00:59Z,2014-05-13T17:00:59Z,Mountain Daylight Time,1
Canis latrans,C028,-112.0992309,38.4672616,404104.68906870286,4258233.003261227,12N,2014-05-14T07:01:01Z,2014-05-14T01:01:01Z,Mountain Daylight Time,0
